Countries and areas,OOSR,Age_group,Gender,High_OOSR,Region
Trinidad and Tobago,0,Upper_Secondary,Male,0,Americas
Tunisia,0,Upper_Secondary,Male,0,Africa
Turkey,17,Upper_Secondary,Male,0,Asia
Turkmenistan,0,Upper_Secondary,Male,0,Asia
Turks and Caicos Islands,29,Upper_Secondary,Male,0,Americas
Tuvalu,61,Upper_Secondary,Male,1,Oceania
Uganda,0,Upper_Secondary,Male,0,Africa
Ukraine,7,Upper_Secondary,Male,0,Europe
United Arab Emirates,2,Upper_Secondary,Male,0,Asia
United Kingdom,5,Upper_Secondary,Male,0,Europe
Tanzania,84,Upper_Secondary,Male,1,Africa
United States,4,Upper_Secondary,Male,0,Americas
Uruguay,15,Upper_Secondary,Male,0,Americas
Uzbekistan,14,Upper_Secondary,Male,0,Asia
Vanuatu,41,Upper_Secondary,Male,0,Oceania
Venezuela,28,Upper_Secondary,Male,0,Americas
Vietnam,0,Upper_Secondary,Male,0,Asia
Yemen,46,Upper_Secondary,Male,0,Asia
Zambia,0,Upper_Secondary,Male,0,Africa
Zimbabwe,45,Upper_Secondary,Male,0,Africa
