Countries and areas,OOSR,Age_group,Gender,High_OOSR,Region
Bangladesh,0,Preprimary,Female,0,Asia
Barbados,10,Preprimary,Female,0,Americas
Belarus,4,Preprimary,Female,0,Europe
Belgium,2,Preprimary,Female,0,Europe
Belize,16,Preprimary,Female,0,Americas
Benin,16,Preprimary,Female,0,Africa
Bhutan,59,Preprimary,Female,1,Asia
Bolivia,8,Preprimary,Female,0,Americas
Bosnia and Herzegovina,73,Preprimary,Female,1,Europe
Botswana,78,Preprimary,Female,1,Africa
Brazil,1,Preprimary,Female,0,Americas
British Virgin Islands,2,Preprimary,Female,0,Americas
Brunei,18,Preprimary,Female,0,Asia
Bulgaria,20,Preprimary,Female,0,Europe
Burkina Faso,81,Preprimary,Female,1,Africa
Burundi,50,Preprimary,Female,0,Africa
Cape Verde,19,Preprimary,Female,0,Africa
Cambodia,44,Preprimary,Female,0,Asia
Cameroon,57,Preprimary,Female,1,Africa
Canada,0,Preprimary,Female,0,Americas
Central African Republic,0,Preprimary,Female,0,Africa
Chad,87,Preprimary,Female,1,Africa
Chile,8,Preprimary,Female,0,Americas
China,0,Preprimary,Female,0,Asia
Colombia,1,Preprimary,Female,0,Americas
Comoros,70,Preprimary,Female,1,Africa
Republic of the Congo,70,Preprimary,Female,1,Africa
Cook Islands,0,Preprimary,Female,0,Oceania
Costa Rica,4,Preprimary,Female,0,Americas
Ivory Coast,78,Preprimary,Female,1,Africa
Croatia,5,Preprimary,Female,0,Europe
Cuba,2,Preprimary,Female,0,Americas
Cyprus,2,Preprimary,Female,0,Asia
Czech Republic,10,Preprimary,Female,0,Europe
North Korea,0,Preprimary,Female,0,Asia
Democratic Republic of the Congo,0,Preprimary,Female,0,Africa
Denmark,2,Preprimary,Female,0,Europe
Djibouti,88,Preprimary,Female,1,Africa
Dominica,7,Preprimary,Female,0,Americas
Dominican Republic,6,Preprimary,Female,0,Americas
Ecuador,3,Preprimary,Female,0,Americas
Egypt,63,Preprimary,Female,1,Africa
El Salvador,17,Preprimary,Female,0,Americas
Equatorial Guinea,55,Preprimary,Female,1,Africa
Eritrea,73,Preprimary,Female,1,Africa
Estonia,12,Preprimary,Female,0,Europe
Eswatini,0,Preprimary,Female,0,Africa
Ethiopia,64,Preprimary,Female,1,Africa
Fiji,1,Preprimary,Female,0,Oceania
Finland,3,Preprimary,Female,0,Europe
France,0,Preprimary,Female,0,Europe
Gabon,0,Preprimary,Female,0,Africa
The Gambia,36,Preprimary,Female,0,Africa
Georgia,0,Preprimary,Female,0,Asia
Germany,1,Preprimary,Female,0,Europe
Ghana,12,Preprimary,Female,0,Africa
Greece,5,Preprimary,Female,0,Europe
Grenada,1,Preprimary,Female,0,Americas
Guatemala,16,Preprimary,Female,0,Americas
Guinea,60,Preprimary,Female,1,Africa
Guinea0Bissau,0,Preprimary,Female,0,Africa
Guyana,0,Preprimary,Female,0,Americas
Haiti,0,Preprimary,Female,0,Americas
Vatican City,0,Preprimary,Female,0,Europe
Honduras,22,Preprimary,Female,0,Americas
Hungary,14,Preprimary,Female,0,Europe
Iceland,3,Preprimary,Female,0,Europe
India,0,Preprimary,Female,0,Asia
Indonesia,2,Preprimary,Female,0,Asia
Iran,49,Preprimary,Female,0,Asia
Iraq,0,Preprimary,Female,0,Asia
Republic of Ireland,2,Preprimary,Female,0,Europe
Israel,0,Preprimary,Female,0,Asia
Italy,7,Preprimary,Female,0,Europe
Jamaica,6,Preprimary,Female,0,Americas
Japan,0,Preprimary,Female,0,Asia
Jordan,55,Preprimary,Female,1,Asia
Kazakhstan,23,Preprimary,Female,0,Asia
Kenya,0,Preprimary,Female,0,Africa
Kiribati,0,Preprimary,Female,0,Oceania
Kuwait,16,Preprimary,Female,0,Asia
Kyrgyzstan,10,Preprimary,Female,0,Asia
Laos,30,Preprimary,Female,0,Asia
Latvia,2,Preprimary,Female,0,Europe
Lebanon,0,Preprimary,Female,0,Asia
Lesotho,57,Preprimary,Female,1,Africa
Liberia,21,Preprimary,Female,0,Africa
Libya,0,Preprimary,Female,0,Africa
Liechtenstein,2,Preprimary,Female,0,Europe
Lithuania,3,Preprimary,Female,0,Europe
Luxembourg,1,Preprimary,Female,0,Europe
Madagascar,38,Preprimary,Female,0,Africa
Malawi,0,Preprimary,Female,0,Africa
Malaysia,1,Preprimary,Female,0,Asia
Maldives,5,Preprimary,Female,0,Asia
Mali,57,Preprimary,Female,1,Africa
Malta,5,Preprimary,Female,0,Europe
Marshall Islands,31,Preprimary,Female,0,Oceania
Mauritania,0,Preprimary,Female,0,Africa
Mauritius,8,Preprimary,Female,0,Africa
Mexico,0,Preprimary,Female,0,Americas
Federated States of Micronesia,34,Preprimary,Female,0,Oceania
Monaco,0,Preprimary,Female,0,Europe
Mongolia,5,Preprimary,Female,0,Asia
Montenegro,24,Preprimary,Female,0,Europe
Montserrat,14,Preprimary,Female,0,Americas
Morocco,39,Preprimary,Female,0,Africa
Mozambique,0,Preprimary,Female,0,Africa
Myanmar,88,Preprimary,Female,1,Asia
Namibia,30,Preprimary,Female,0,Africa
Nauru,3,Preprimary,Female,0,Oceania
Nepal,17,Preprimary,Female,0,Asia
Netherlands,0,Preprimary,Female,0,Europe
New Zealand,7,Preprimary,Female,0,Oceania
Nicaragua,0,Preprimary,Female,0,Americas
Niger,76,Preprimary,Female,1,Africa
Nigeria,0,Preprimary,Female,0,Africa
Niue,38,Preprimary,Female,0,Oceania
North Macedonia,51,Preprimary,Female,1,Europe
Norway,3,Preprimary,Female,0,Europe
Oman,13,Preprimary,Female,0,Asia
Pakistan,14,Preprimary,Female,0,Asia
Palau,19,Preprimary,Female,0,Oceania
Panama,23,Preprimary,Female,0,Americas
Papua New Guinea,29,Preprimary,Female,0,Oceania
Paraguay,30,Preprimary,Female,0,Americas
Peru,1,Preprimary,Female,0,Americas
Philippines,13,Preprimary,Female,0,Asia
Poland,5,Preprimary,Female,0,Europe
Portugal,6,Preprimary,Female,0,Europe
Qatar,7,Preprimary,Female,0,Asia
South Korea,1,Preprimary,Female,0,Asia
Moldova,5,Preprimary,Female,0,Europe
Romania,18,Preprimary,Female,0,Europe
Russia,10,Preprimary,Female,0,Europe
Rwanda,47,Preprimary,Female,0,Africa
Saint Kitts and Nevis,21,Preprimary,Female,0,Americas
Saint Lucia,0,Preprimary,Female,0,Americas
Saint Vincent and the Grenadines,3,Preprimary,Female,0,Americas
Samoa,65,Preprimary,Female,1,Oceania
San Marino,14,Preprimary,Female,0,Europe
Saudi Arabia,48,Preprimary,Female,0,Asia
Senegal,83,Preprimary,Female,1,Africa
Serbia,10,Preprimary,Female,0,Europe
Seychelles,6,Preprimary,Female,0,Africa
Sierra Leone,57,Preprimary,Female,1,Africa
Singapore,0,Preprimary,Female,0,Asia
Slovakia,17,Preprimary,Female,0,Europe
Slovenia,6,Preprimary,Female,0,Europe
Solomon Islands,33,Preprimary,Female,0,Oceania
Somalia,0,Preprimary,Female,0,Africa
South Africa,27,Preprimary,Female,0,Africa
South Sudan,81,Preprimary,Female,1,Africa
Spain,5,Preprimary,Female,0,Europe
Sri Lanka,0,Preprimary,Female,0,Asia
Palestinian National Authority,34,Preprimary,Female,0,Asia
Sudan,60,Preprimary,Female,1,Africa
Suriname,10,Preprimary,Female,0,Americas
Sweden,0,Preprimary,Female,0,Europe
Switzerland,0,Preprimary,Female,0,Europe
Syria,61,Preprimary,Female,1,Asia
Tajikistan,88,Preprimary,Female,1,Asia
Thailand,1,Preprimary,Female,0,Asia
East Timor,48,Preprimary,Female,0,Asia
Togo,7,Preprimary,Female,0,Africa
Tokelau,0,Preprimary,Female,0,Oceania
Tonga,0,Preprimary,Female,0,Oceania
Trinidad and Tobago,0,Preprimary,Female,0,Americas
Tunisia,0,Preprimary,Female,0,Africa
Turkey,25,Preprimary,Female,0,Asia
Turkmenistan,0,Preprimary,Female,0,Asia
Turks and Caicos Islands,0,Preprimary,Female,0,Americas
Tuvalu,9,Preprimary,Female,0,Oceania
Uganda,0,Preprimary,Female,0,Africa
Ukraine,0,Preprimary,Female,0,Europe
United Arab Emirates,0,Preprimary,Female,0,Asia
United Kingdom,0,Preprimary,Female,0,Europe
Tanzania,42,Preprimary,Female,0,Africa
United States,8,Preprimary,Female,0,Americas
Uruguay,1,Preprimary,Female,0,Americas
Uzbekistan,55,Preprimary,Female,1,Asia
Vanuatu,38,Preprimary,Female,0,Oceania
Venezuela,14,Preprimary,Female,0,Americas
Vietnam,0,Preprimary,Female,0,Asia
Yemen,96,Preprimary,Female,1,Asia
Zambia,0,Preprimary,Female,0,Africa
Zimbabwe,58,Preprimary,Female,1,Africa
Afghanistan,0,Primary,Male,0,Asia
Albania,6,Primary,Male,0,Europe
Algeria,0,Primary,Male,0,Africa
Andorra,0,Primary,Male,0,Europe
Angola,0,Primary,Male,0,Africa
Anguilla,0,Primary,Male,0,Americas
Antigua and Barbuda,4,Primary,Male,0,Americas
Argentina,0,Primary,Male,0,Americas
Armenia,9,Primary,Male,0,Asia
Australia,0,Primary,Male,0,Oceania
Austria,0,Primary,Male,0,Europe
Azerbaijan,10,Primary,Male,0,Asia
The Bahamas,0,Primary,Male,0,Americas
Bahrain,2,Primary,Male,0,Asia
Bangladesh,0,Primary,Male,0,Asia
Barbados,1,Primary,Male,0,Americas
Belarus,1,Primary,Male,0,Europe
Belgium,1,Primary,Male,0,Europe
Belize,1,Primary,Male,0,Americas
Benin,3,Primary,Male,0,Africa
Bhutan,5,Primary,Male,0,Asia
Bolivia,5,Primary,Male,0,Americas
Bosnia and Herzegovina,0,Primary,Male,0,Europe
Botswana,12,Primary,Male,0,Africa
Brazil,1,Primary,Male,0,Americas
British Virgin Islands,4,Primary,Male,0,Americas
Brunei,0,Primary,Male,0,Asia
Bulgaria,13,Primary,Male,0,Europe
Burkina Faso,21,Primary,Male,0,Africa
Burundi,9,Primary,Male,0,Africa
Cape Verde,6,Primary,Male,0,Africa
Cambodia,9,Primary,Male,0,Asia
Cameroon,4,Primary,Male,0,Africa
Canada,0,Primary,Male,0,Americas
Central African Republic,0,Primary,Male,0,Africa
Chad,17,Primary,Male,0,Africa
Chile,1,Primary,Male,0,Americas
China,0,Primary,Male,0,Asia
Colombia,3,Primary,Male,0,Americas
Comoros,18,Primary,Male,0,Africa
Republic of the Congo,15,Primary,Male,0,Africa
Cook Islands,2,Primary,Male,0,Oceania
Costa Rica,3,Primary,Male,0,Americas
Ivory Coast,2,Primary,Male,0,Africa
Croatia,0,Primary,Male,0,Europe
Cuba,1,Primary,Male,0,Americas
Cyprus,0,Primary,Male,0,Asia
Czech Republic,1,Primary,Male,0,Europe
North Korea,0,Primary,Male,0,Asia
Democratic Republic of the Congo,0,Primary,Male,0,Africa
Denmark,1,Primary,Male,0,Europe
Djibouti,32,Primary,Male,0,Africa
Dominica,4,Primary,Male,0,Americas
Dominican Republic,4,Primary,Male,0,Americas
Ecuador,0,Primary,Male,0,Americas
Egypt,0,Primary,Male,0,Africa
El Salvador,14,Primary,Male,0,Americas
Equatorial Guinea,56,Primary,Male,1,Africa
Eritrea,45,Primary,Male,0,Africa
Estonia,2,Primary,Male,0,Europe
Eswatini,15,Primary,Male,0,Africa
Ethiopia,11,Primary,Male,0,Africa
Fiji,1,Primary,Male,0,Oceania
Finland,1,Primary,Male,0,Europe
France,0,Primary,Male,0,Europe
Gabon,0,Primary,Male,0,Africa
The Gambia,19,Primary,Male,0,Africa
Georgia,2,Primary,Male,0,Asia
Germany,1,Primary,Male,0,Europe
Ghana,1,Primary,Male,0,Africa
Greece,2,Primary,Male,0,Europe
Grenada,0,Primary,Male,0,Americas
Guatemala,11,Primary,Male,0,Americas
Guinea,15,Primary,Male,0,Africa
Guinea0Bissau,0,Primary,Male,0,Africa
Guyana,0,Primary,Male,0,Americas
Haiti,0,Primary,Male,0,Americas
Vatican City,0,Primary,Male,0,Europe
Honduras,11,Primary,Male,0,Americas
Hungary,4,Primary,Male,0,Europe
Iceland,0,Primary,Male,0,Europe
India,3,Primary,Male,0,Asia
Indonesia,3,Primary,Male,0,Asia
Iran,0,Primary,Male,0,Asia
Iraq,0,Primary,Male,0,Asia
Republic of Ireland,0,Primary,Male,0,Europe
Israel,0,Primary,Male,0,Asia
Italy,3,Primary,Male,0,Europe
Jamaica,0,Primary,Male,0,Americas
Japan,0,Primary,Male,0,Asia
Jordan,18,Primary,Male,0,Asia
Kazakhstan,10,Primary,Male,0,Asia
Kenya,0,Primary,Male,0,Africa
Kiribati,0,Primary,Male,0,Oceania
Kuwait,4,Primary,Male,0,Asia
Kyrgyzstan,0,Primary,Male,0,Asia
Laos,8,Primary,Male,0,Asia
Latvia,2,Primary,Male,0,Europe
Lebanon,0,Primary,Male,0,Asia
Lesotho,3,Primary,Male,0,Africa
Liberia,22,Primary,Male,0,Africa
Libya,0,Primary,Male,0,Africa
Liechtenstein,3,Primary,Male,0,Europe
Lithuania,0,Primary,Male,0,Europe
Luxembourg,1,Primary,Male,0,Europe
Madagascar,0,Primary,Male,0,Africa
Malawi,0,Primary,Male,0,Africa
Malaysia,0,Primary,Male,0,Asia
Maldives,3,Primary,Male,0,Asia
Mali,38,Primary,Male,0,Africa
Malta,0,Primary,Male,0,Europe
Marshall Islands,25,Primary,Male,0,Oceania
Mauritania,25,Primary,Male,0,Africa
Mauritius,3,Primary,Male,0,Africa
Mexico,0,Primary,Male,0,Americas
Federated States of Micronesia,9,Primary,Male,0,Oceania
Monaco,0,Primary,Male,0,Europe
Mongolia,2,Primary,Male,0,Asia
Montenegro,3,Primary,Male,0,Europe
Montserrat,15,Primary,Male,0,Americas
Morocco,2,Primary,Male,0,Africa
Mozambique,1,Primary,Male,0,Africa
Myanmar,0,Primary,Male,0,Asia
Namibia,0,Primary,Male,0,Africa
Nauru,0,Primary,Male,0,Oceania
Nepal,0,Primary,Male,0,Asia
Netherlands,1,Primary,Male,0,Europe
New Zealand,1,Primary,Male,0,Oceania
Nicaragua,0,Primary,Male,0,Americas
Niger,37,Primary,Male,0,Africa
Nigeria,0,Primary,Male,0,Africa
Niue,0,Primary,Male,0,Oceania
North Macedonia,1,Primary,Male,0,Europe
Norway,0,Primary,Male,0,Europe
Oman,0,Primary,Male,0,Asia
Pakistan,0,Primary,Male,0,Asia
Palau,0,Primary,Male,0,Oceania
Panama,13,Primary,Male,0,Americas
Papua New Guinea,4,Primary,Male,0,Oceania
Paraguay,0,Primary,Male,0,Americas
Peru,0,Primary,Male,0,Americas
Philippines,3,Primary,Male,0,Asia
Poland,2,Primary,Male,0,Europe
Portugal,0,Primary,Male,0,Europe
Qatar,3,Primary,Male,0,Asia
South Korea,1,Primary,Male,0,Asia
Moldova,9,Primary,Male,0,Europe
Romania,12,Primary,Male,0,Europe
Russia,1,Primary,Male,0,Europe
Rwanda,6,Primary,Male,0,Africa
Saint Kitts and Nevis,0,Primary,Male,0,Americas
Saint Lucia,3,Primary,Male,0,Americas
Saint Vincent and the Grenadines,0,Primary,Male,0,Americas
Samoa,0,Primary,Male,0,Oceania
San Marino,0,Primary,Male,0,Europe
Saudi Arabia,1,Primary,Male,0,Asia
Senegal,30,Primary,Male,0,Africa
Serbia,2,Primary,Male,0,Europe
Seychelles,0,Primary,Male,0,Africa
Sierra Leone,2,Primary,Male,0,Africa
Singapore,0,Primary,Male,0,Asia
Slovakia,5,Primary,Male,0,Europe
Slovenia,1,Primary,Male,0,Europe
Solomon Islands,9,Primary,Male,0,Oceania
Somalia,0,Primary,Male,0,Africa
South Africa,12,Primary,Male,0,Africa
South Sudan,58,Primary,Male,1,Africa
Spain,3,Primary,Male,0,Europe
Sri Lanka,2,Primary,Male,0,Asia
Palestinian National Authority,3,Primary,Male,0,Asia
Sudan,31,Primary,Male,0,Africa
Suriname,14,Primary,Male,0,Americas
Sweden,0,Primary,Male,0,Europe
Switzerland,0,Primary,Male,0,Europe
Syria,27,Primary,Male,0,Asia
Tajikistan,1,Primary,Male,0,Asia
Thailand,0,Primary,Male,0,Asia
East Timor,7,Primary,Male,0,Asia
Togo,2,Primary,Male,0,Africa
Tokelau,0,Primary,Male,0,Oceania
Tonga,0,Primary,Male,0,Oceania
Trinidad and Tobago,0,Primary,Male,0,Americas
Tunisia,0,Primary,Male,0,Africa
Turkey,5,Primary,Male,0,Asia
Turkmenistan,0,Primary,Male,0,Asia
Turks and Caicos Islands,0,Primary,Male,0,Americas
Tuvalu,13,Primary,Male,0,Oceania
Uganda,6,Primary,Male,0,Africa
Ukraine,9,Primary,Male,0,Europe
United Arab Emirates,8,Primary,Male,0,Asia
United Kingdom,1,Primary,Male,0,Europe
Tanzania,15,Primary,Male,0,Africa
United States,1,Primary,Male,0,Americas
Uruguay,3,Primary,Male,0,Americas
Uzbekistan,0,Primary,Male,0,Asia
Vanuatu,8,Primary,Male,0,Oceania
Venezuela,10,Primary,Male,0,Americas
Vietnam,0,Primary,Male,0,Asia
Yemen,10,Primary,Male,0,Asia
Zambia,17,Primary,Male,0,Africa
Zimbabwe,0,Primary,Male,0,Africa
Afghanistan,0,Primary,Female,0,Asia
Albania,3,Primary,Female,0,Europe
Algeria,0,Primary,Female,0,Africa
Andorra,0,Primary,Female,0,Europe
Angola,0,Primary,Female,0,Africa
Anguilla,0,Primary,Female,0,Americas
Antigua and Barbuda,1,Primary,Female,0,Americas
Argentina,0,Primary,Female,0,Americas
Armenia,9,Primary,Female,0,Asia
Australia,0,Primary,Female,0,Oceania
Austria,0,Primary,Female,0,Europe
Azerbaijan,7,Primary,Female,0,Asia
The Bahamas,0,Primary,Female,0,Americas
Bahrain,3,Primary,Female,0,Asia
Bangladesh,0,Primary,Female,0,Asia
Barbados,2,Primary,Female,0,Americas
Belarus,2,Primary,Female,0,Europe
Belgium,0,Primary,Female,0,Europe
Belize,1,Primary,Female,0,Americas
Benin,10,Primary,Female,0,Africa
Bhutan,2,Primary,Female,0,Asia
Bolivia,5,Primary,Female,0,Americas
